states,scores
201100120000002000000100000000000000000000,"[-0.42599, 0.0695, 0, 0, 0, 0, 0]"
201110120000002000000100000020000000000000,"[-0.4881, 0, 0, 0, 0, 0, 0]"
200120020010001001000100200000000000000000,"[0.05721, 0, 0, 0, 0, 0, 0]"
200120020010001001000100200020000001000000,"[0, 0.06093, 0, 0, 0, 0, 0]"
220120021010001001000100200020000001000000,"[0, 0.04919, 0, 0, 0, 0, 0]"
220120021012001101000100200020000001000000,"[0, 0, 0, 0, 0, 0, 0]"
221120021012001101000120200020000001000000,"[0, 0, 0, 0, 0, 0, 0]"
221120121012001101000120200022000001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221120121012001101100120200022000001200000,"[0, 0, -1, 0, 0, 0, 0]"
200100220010001001000200200010000001000000,"[0, 0.05697, 0, 0, 0, 0, 0]"
220100221010001001000200200010000001000000,"[0, 0.03542, 0, 0, 0, 0, 0]"
220100221010001201000210200010000001000000,"[0, 0.03051, 0, 0, 0, 0, 0]"
220110221010001201000210200012000001000000,"[0, 0, 0, 0, 0, 0, 0]"
220110221010001201000210200012020001001000,"[0, 0, 0, 0, 0, 0, 0]"
221110221012001201000210200012020001001000,"[0, -1, 0, 0, 0, 0, 0]"
200101020010001001000200200010020000000000,"[0, 0, 0, 0, 0, 0, 0]"
200121020011001001000200200010020000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
200121020011101001000200200010020002000000,"[0, 0, 0, 0, 0, 0, 0]"
200121020011101001210200200010020002000000,"[0, -1, 0, 0, 0, 0, 0]"
221112021011001201000210200012010002200000,"[0, 0, -1, -0.36373, -0.65715, -1, -1]"
201110020010001001000200200010020002000000,"[0, -0.48274, -1, -1, -1, -1, -1]"
000100100020000000000000000000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
200100100020000001000000000000000000000000,"[0.03953, 0, 0, 0, 0, 0, 0]"
200120100020000001000000100000000000000000,"[0.02321, 0, 0, 0, 0, 0, 0]"
200120120021000001000000100000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
200120120021002001000100100000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
200120120021002001000100100020010000000000,"[-1, 0, 0, 0, 0, 0, 0]"
221101021110001201000200200010020002000000,"[0, 0, 0.04258, 0, 0, 0, 0]"
200120110012002001100100200020000000000000,"[0, 0, 0, 0, 0, 0, 0]"
210120110012002001100100200020000002000000,"[0, 0.01785, 0, 0, 0, 0, 0]"
210120112012012001100100200020000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
210120112012012201100110200020000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
211120112012012201100110200022000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
211120112012012201100110210022000002200000,"[0, 0, 0.0119, 0, 0, 0, 0]"
211120112212012211100110210022000002200000,"[0, 0, 0, 0, 0, 0, 0]"
211120112212012211101110210022020002200000,"[0, 0, 0, 0, 0, 0, 0]"
211120112212012211101111210022020002202000,"[0, 0, 0, 0, 0, -1, 0]"
221100021010001001000200200020010000000000,"[0.05063, 0, 0, 0, 0, 0, 0]"
221100021110001001000200200020010002000000,"[0, 0.0362, 0, 0, 0, 0, 0]"
221102021110001011000200200020010002000000,"[0, -1, -1, -1, 0, 0, 0]"
200102120010000001000000000000000000000000,"[-1, -1, -1, 0.04342, -1, -1, -1]"
220112120010000001000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
220112120010012001000000000000000000000000,"[1, 0, 0, 0, 0, 0, 0]"
220100012010000001000000000000000000000000,"[-1, -1, -1, 0, 0, 0, 0]"
200100120010012000000000000000000000000000,"[1, 0, 0, 0, 0, 0, 0]"
201100020010000000000000000000000000000000,"[0.50529, 0, 0, 0, 0, 0, 0]"
201100020010002000000100000000000000000000,"[0, 0.07298, 0, 0, 0, 0, 0]"
201110020010002000000100000020000000000000,"[-1, -1, -1, -1, -1, -1, -1]"
201110020011002000000100000020000002000000,"[0, 0.01726, 0, 0, 0, 0, 0]"
221110020111002000000100000020000002000000,"[0, -1, 0.0119, 0, 0, 0, 0]"
221110122111002000000100000020000002000000,"[0, -1, 0, 0, 0, 0, 0]"
221120021110001201000210200010000002000000,"[0, -1, -1, -1, -1, -1, -1]"
201100020010002002000100100000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
201110020010002002000100100020000000000000,"[-1, -1, 0, 0, 0, 0, 0]"
020102000010000001000000000000000000000000,"[0, 0, 0, 0.04248, 0, 0, -1]"
220100100010000000000000000000000000000000,"[0.06496, 0, 0, 0, 0, 0, 0]"
220100120010000001000000000000000000000000,"[0, 0, 0, 0.03676, -1, 0, 0]"
220101120010002001000000000000000000000000,"[1, 0, 0, 0, 0, 0, 0]"
100120000010000002000000000000000000000000,"[0.03443, 0, 0, 0, 0, 0, 0]"
120120010010000002000000000000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
120120012010001002000000000000000000000000,"[0, 0, 0, -1, 0, 0, 0]"
201112120000002000000100000000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
210100020010002001000100000020000000000000,"[-0.20412, -1, -1, 0.07053, 0, 0, 0]"
210102000010000000000000000000000000000000,"[0.07771, 0, 0, 0, 0, 0, 0]"
210102020010000001000000000000000000000000,"[-1, -1, -1, 0.07186, -1, -1, -1]"
202100000210000011000000000000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
000100200000010000000000000000000000000000,"[0.04518, 0, 0, 0, 0, 0, 0]"
200100200010010000000000000000000000000000,"[0.02389, 0, 0, 0, 0, 0, 0]"
200100220010010001000000000000000000000000,"[-1, -1, -1, 0, 0, 0, 0]"
200122000010100001000000000000000000000000,"[-1, -1, 0.02083, 0, 0, 0, 0]"
200122120010100001000000000000000000000000,"[0, 0, 0, 0, 0, 0, -1]"
220100221010001201000210200011010002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220102221010001201000210200011010002001000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220112221010001201000210200011010002201000,"[0, 0, 0.0119, 0, 0, 0, 0]"
222112221110001201000210200011010002201000,"[0, 0, 0, 0, 0, -1, 0]"
220100001010000000000000000000000000000000,"[0.08102, 0, 0, 0, 0, 0, 0]"
220110021010000000000000000000000000000000,"[0.03154, 0, 0, 0, 0, 0, 0]"
220110021010002000000100000000000000000000,"[0.03544, 0, 0, 0, 0, 0, 0]"
220111021010002000000100000020000000000000,"[0.03154, 0, 0, 0, 0, 0, 0]"
220111021010002100000100000020000002000000,"[0, 0, 0.02083, 0, 0, 0, 0]"
200120020010001001000200200010000001000000,"[0, 0.04838, 0, 0, 0, 0, 0]"
220120021010001001000200200010000001000000,"[0, 0.04155, 0, 0, 0, 0, 0]"
220120021010001201000210200010000001000000,"[0, 0.03944, 0, 0, 0, 0, 0]"
221120021010001201000210200012000001000000,"[0, -0.42638, 0, 0, 0, 0, 0]"
221120021110001201000210200012020001000000,"[0, -1, -1, -1, -1, 0, 0]"
000112000000000000000000000000000000000000,"[0.04944, 0, 0, 0, 0, 0, 0]"
220110000010000000000000000000000000000000,"[0.04053, 0, 0, 0, 0, 0, 0]"
220111020010000000000000000000000000000000,"[0.02667, 0, -0.42425, 0, 0, 0, 0]"
221101221110001201000210200010020002000000,"[0, -1, 0, 0, 0, 0, -1]"
221101221110011201000210200010020002002000,"[0, -1, 0, 0, 0, 0, 0]"
200102020010100001000000000000000000000000,"[0, 0, 0, 0.05358, 0, 0, -1]"
200112020010102001000000000000000000000000,"[1, 0, 0, 0, 0, 0, 0]"
201110120010002000000100000020000002000000,"[0, -1, -1, -1, -1, -1, -1]"
222120021011001001000100200020000001000000,"[0, -1, 0, 0, 0, 0, 0]"
221100021110001201000200200010000002000000,"[0, 0, 0, 0.03248, 0, 0, 0]"
220101020020001001000200100000010000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
220101020020101001000200100020010000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
220111020020101001000200100020010002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220111022020101001010200100020010002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220111022020101201010210100020010002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220111022021101201010210100022010002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220111022021101201110210100022010002200000,"[0, 0, -1, 0, 0, 0, 0]"
210100020010000001000000200000000000000000,"[0.14109, 0, 0, 0, 0, 0, 0]"
211100020010000001000000200000020000000000,"[-1, -1, -1, 0, 0, 0, 0]"
220111020010001001000200200010000002000000,"[0, -0.21377, -1, -1, -1, -1, -1]"
220111022010001101000200200010000002000000,"[0, -1, -1, 0.02577, -1, 0, 0]"
200120010010002001000100200000000000000000,"[0.07365, 0, 0, 0, 0, 0, 0]"
200120210010002001000100200010000000000000,"[0, 0, 0, 0, 0, 0, 0]"
201120210010002001000100200010000002000000,"[0, 0.03303, 0, 0, 0, 0, 0]"
221120210110002001000100200010000002000000,"[0, 0.02083, 0, 0, 0, 0, 0]"
221120210112002011000100200010000002000000,"[0, -1, 0, 0, 0, 0, 0]"
201100020010001001000100200020020000000000,"[0.02435, 0, 0, 0, 0, 0, 0]"
201110020010001001000100200020020002000000,"[0, -1, -0.4381, 0, 0, 0, 0]"
221100221010011001000200200010000002000000,"[0, 0.05468, 0, 0, 0, 0, 0]"
221100221010011201000210200010000002000000,"[0, 0.04545, 0, 0, 0, 0, 0]"
221100221110011201000210200012000002000000,"[0, -1, 0, 0, 0, 0, 0]"
001100200020000001000000100000020000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
201110200020000001000000100000020000000000,"[-1, 0, -1, 0, 0, 0, 0]"
201110220010001001000200200010000002000000,"[0, 0, 0, 0, 0, -1, 0]"
221110220011001001000200200010000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221110222011001001100200200010000002000000,"[0, 0, 0, 0, -1, 0, 0]"
020100100000000000000000000000000000000000,"[0.05892, 0, 0, 0, 0, 0, 0]"
020101000000000000000000000000000000000000,"[-0.20179, -0.27056, 0.02976, 0, 0, 0, 0]"
220101001000000000000000000000000000000000,"[0.02756, 0, 0, 0, 0, 0, 0]"
220111021000000000000000000000000000000000,"[0.03433, 0, 0, 0, -1, 0, 0]"
202100120010002001000100000000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
201110020210001011000200200010020002000000,"[0, -1, -1, -1, 0, -1, -1]"
201110020010000002000000000000000000000000,"[-0.0381, -1, -1, -1, -1, -1, -1]"
201110020110002002000000000000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
020001100000000000000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
220101100000000000000000000000000000000000,"[-1, -1, -1, -1, 0, 0, 0]"
202120000011000001000000000000000000000000,"[-1, 0.01785, 0, 0, 0, 0, -1]"
010120000000000000000000000000000000000000,"[0.04565, 0, 0, 0, 0, 0, 0]"
010120200010000000000000000000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
210121200010000000000000000000000000000000,"[0.01785, 0, 0, 0, 0, 0, 0]"
210121220010000001000000000000000000000000,"[-1, -1, 0, 0, 0, 0, 0]"
210121220011002001000000000000000000000000,"[0, 0, 0, 0, -1, 0, 0]"
200100200010000001000000200000010000000000,"[0.02321, 0, 0, 0, 0, 0, 0]"
200100220010001001000000200000010000000000,"[0.01785, 0, 0, 0, 0, 0, 0]"
200101220010001001000200200000010000000000,"[0, 0, 0, 0, 0, 0, 0]"
200101220010201001000200200010010000000000,"[0, 0, 0, 0, 0, 0, 0]"
200101220010201001000200200010010001002000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220101221010201001000200200010010001002000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220101221010201201000210200010010001002000,"[0, 0, 0, 0, 0, 0, 0]"
220121221010201201000210200011010001002000,"[0, 0, 0, 0, 0, 0, 0]"
221121221010221201000210200011010001002000,"[0, 0, 0, 0, 0, 0, 0]"
221121221110221201000210200011010001202000,"[0, 0, -1, 0, 0, 0, 0]"
201100000020000001000000000000000000000000,"[0, 0.02232, 0, 0, 0, 0, 0]"
201110020020000001000000000000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
221100221110001001000200200010000002000000,"[0, 0.01785, -0.42629, 0, 0, 0, 0]"
221110221110001201000200200010000002000000,"[0, -1, 0, 0, 0, 0, 0]"
200100120010002001000000000000000000000000,"[1, -1, 0, 0, 0, 0, 0]"
200100100010020000000000000000000000000000,"[0.02595, 0, 0, 0, 0, 0, 0]"
200100120010020001000000000000000000000000,"[-1, -1, 0, 0, 0, 0, 0]"
200110120010020001000000200000000000000000,"[-1, -1, 0, 0, 0, 0, 0]"
200122000011000001000000000000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
020100200010000001000000000000000000000000,"[0, 0, 0, 0.04674, 0, -1, 0]"
220121021010000001000000000000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
210100020010001001000200200000000000000000,"[0.06832, 0, 0, 0, 0, 0, 0]"
210100021010001001000200200020000000000000,"[0.04685, 0, 0, 0, 0, 0, 0]"
211100021010001001000200200020000002000000,"[0, 0, 0, 0, 0.02449, 0, 0]"
211100021110001001000200200020020002000000,"[0, 0, 0.0119, 0, 0, 0, 0]"
210110020000000000000000000000000000000000,"[0, 0, 0.09184, 0, 0, 0, 0]"
200100210010000001000000200000000000000000,"[0.07889, 0, 0, 0, 0, 0, 0]"
200102210010100001000000200000000000000000,"[0.02924, 0, 0, 0, 0, 0, 0]"
200122210010110001000000200000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
221101021010001101000220200011020002200000,"[0, 0, -1, 0.0119, 0, 0, 0]"
220100020010001001000000000000000000000000,"[-1, -1, -1, 0.06984, 0, 0, 0]"
200101200010000001000000200000000000000000,"[0.02232, 0, 0, 0, 0, 0, 0]"
201101220010000001000000200000000000000000,"[-1, -1, -1, -1, 0, -1, 0]"
202100020010001001000200200010000001000000,"[0, 0.04169, 0, 0, 0, 0, 0]"
202100020210001001000200200010010001000000,"[0, 0, 0, 0, 0, 0, 0]"
222100020210001011000200200010010001000000,"[0, -1, 0, 0, 0, 0, 0]"
201010000000000000000000000000000000000000,"[0, 0.09855, 0, 0, 0, 0, 0]"
000100000020000001000000200000010000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
200100010020000001000000200000010000000000,"[0, 0, 0, 0, 0, 0, 0]"
200100010020002001000000200000010000001000,"[0.0119, 0, 0, 0, 0, 0, 0]"
200100010020002001000200200010010000001000,"[0.0119, 0, 0, 0, 0, 0, 0]"
201100010020002001000200200010010002001000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221100011020002001000200200010010002001000,"[0, 0, 0, 0, 0, 0, 0]"
221100011220002101000200200010010002001000,"[0, 0, 0, 0, 0, 0, 0]"
221110011220002121000200200010010002001000,"[0, -1, 0, 0, 0, 0, 0]"
112100020010002001000200000010000002000000,"[0, 0, 0, 0.16522, 0, 0, 0]"
200120020010001001000000200000010000000000,"[0.06542, 0, 0, 0, 0, 0, 0]"
200122020010001001000100200000010000000000,"[0, 0, 0, 0, 0, 0, 0]"
200122020011001001000100200020010000000000,"[0, 0, 0, 0, 0, 0, 0]"
200122020011101001000100200020010000002000,"[0.0119, 0, 0, 0, 0, 0, 0]"
210122020011101001000100200020010002002000,"[0, 0.0119, 0, 0, 0, 0, 0]"
210122022011101101000100200020010002002000,"[0, 0, 0, 0, 0, 0, 0]"
211122022011101101200100200020010002002000,"[0, 0, -1, 0, 0, 0, 0]"
200110020010002000000100000000000000000000,"[0, 0, 0.08314, 0, 0, 0, 0]"
201110020010002001000100000020000002000000,"[0, -1, 0.05393, 0, 0, 0, 0]"
221110020110002001000100000020000002000000,"[0, 0, 0, 0, 0.02931, 0, 0]"
221110022110002011000100000020000002000000,"[0, -1, -1, -1, -1, -1, -1]"
200120020010001001000000000000000000000000,"[-1, -1, -1, 0.07216, -1, 0, -1]"
202100200110000001000000000000000000000000,"[-1, 0.01726, 0, 0, 0, 0, 0]"
100200100000000000000000000000000000000000,"[0.01726, 0, 0, 0, 0, 0, 0]"
100200120000001000000000000000000000000000,"[0.01785, 0, 0, 0, 0, 0, 0]"
100210120000001000000200000000000000000000,"[0.01726, 0, 0, 0, 0, 0, 0]"
100210120000001000000200000020000001000000,"[0, 0, 0, 0, 0, 0, 0]"
100210120020001001000200000020000001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
120210121020001001000200000020000001000000,"[0, 0, 0, 0, 0, 0, 0]"
120210121022001101000200000020000001000000,"[0, 0, 0, 0, 0, 0, 0]"
120212121022101101000200000020000001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
120212121022101101100220000020000001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
121212121022101101100220000022000001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
121212121022101101110220000022000001200000,"[0, 0, 0, 0, -1, 0, 0]"
200100120010001001000200200000000000000000,"[0.10054, 0, 0, 0, 0, 0, 0]"
200101120010001001000200200020000000000000,"[0, 0, 0, 0, 0.09067, 0, 0]"
210101120010001001000200200020000002000000,"[0, -1, -1, 0, 0, 0, 0]"
220101000010000000000000000000000000000000,"[0.0492, 0, 0, 0, 0, 0, 0]"
000110000002000000000000000000000000000000,"[0, -0.42624, 0, 0, 0, 0, 0]"
201110000002000000000000000000000000000000,"[-1, 0, 0, 0, 0, -1, 0]"
221101021010001201000210200012010002200000,"[0, 0, 0, -1, 0.02306, 0, 0]"
221121021010001201000210200012010002201000,"[0, 0, 0, 0, 0, 0, 0]"
221121021012001201100210200012010002201000,"[0, 0, -1, 0, 0, 0, 0]"
210100020010002002000100000010000000000000,"[0.02589, 0, 0, 0, 0, 0, 0]"
211100020010002002000100000010000002000000,"[0, 0, 0, 0, 0, 0, 0]"
201100220110001001000200200010000002000000,"[0, 0, 0, 0, 0, 0, 0]"
221100220110001011000200200010000002000000,"[0, -1, 0, 0, 0, 0, 0]"
220100021010001101000220200021010002001000,"[0, 0.04163, 0, 0, 0, 0, 0]"
221100021010001101000220200021010002201000,"[0, 0, 0.0119, 0, 0, 0, 0]"
001100200000000000000000000000000000000000,"[0, 0.04889, 0, 0, 0, 0, 0]"
001120200010000000000000000000000000000000,"[0.02287, 0, 0, 0, 0, 0, 0]"
201120200110000000000000000000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
201120220111002000000100000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
211120220111002020000100000000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
211120220111002021000100000020000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
211120220111002021000101000020000002000000,"[0, -1, 0, 0, 0, 0, 0]"
220101221010001001000200200010010002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220101221010101201000200200010010002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221101221010101201000220200010010002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221101221010101201010220200012010002000000,"[0, 1, 0, 0, 0, 0, 0]"
201102020010001001000200200010000000000000,"[0.05488, 0, 0, 0, 0, 0, 0]"
200110020010000001000000200000000000000000,"[0.15656, 0, 0, 0, 0, 0, 0]"
201110020010002001000000200000000000000000,"[1, 0, 0, -1, 0, 0, 0]"
000100200010000002000000100000000000000000,"[0.04744, 0, 0, 0, 0, 0, 0]"
201100200010000002000000100000000000000000,"[0.01785, 0, 0, 0, 0, 0, 0]"
201110220010000002000000100000000000000000,"[0.02321, 0, 0, 0, 0, 0, 0]"
201110220010002002000100100000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
201110220010012002000100100020000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
101000020000000000000000000000000000000000,"[0.09855, 0, 0, 0, 0, 0, 0]"
101100020000002000000000000000000000000000,"[0, 0.08153, 0, 0, 0, 0, 0]"
020120000010000001000000000000000000000000,"[0, 0, 0, 0.05446, 0, 0, -1]"
220120000011000001000000000000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
222120000111000001000000000000000000000000,"[-1, -1, 0, -1, 0, 0, 0]"
100100220010000000000000000000000000000000,"[0.03354, 0, 0, 0, 0, 0, 0]"
120100220010000001000000000000000000000000,"[-1, -1, -1, 0, -1, 0, 0]"
220120020011001001000200200010000001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220120022011001101000200200010000001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220120022011001101200210200010000001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220120022011001101200210200012000001100000,"[0, 0, 0.0119, 0, 0, 0, 0]"
222120022011001101200210200012010001100000,"[0, 0, -1, 0, 0, 0, 0]"
201001000000000000000000000000000000000000,"[0.15481, 0, 0, 0, 0, 0, 0]"
201101200000000000000000000000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
200101020010102000000100000020000000000000,"[0.02499, 0, 0, 0, 0, 0, 0]"
200111020010102000000100000020000002000000,"[0, 0.01726, 0, 0, 0, 0, 0]"
202111020110102000000100000020000002000000,"[0, -1, -1, 0, 0, 0, 0]"
221122021012001101100120200020000001000000,"[0, -1, 0, 0, 0, 0, 0]"
210102022010001001000000000000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
211102022010001001000200000000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
210100120010002000000000000000000000000000,"[1, 0, 0, 0, 0, 0, 0]"
211102120000002000000100000000000000000000,"[0, 0.01785, 0, 0, 0, 0, 0]"
200120010010002001000000000000000000000000,"[-1, -1, -1, 0.08561, 0, 0, 0]"
220100021010001001000000200000010000002000,"[0.02232, 0, 0, 0, 0, 0, 0]"
221100021010001001000200200000010000002000,"[0.02321, 0, 0, 0, 0, 0, 0]"
221100021110001001000200200020010000002000,"[0.02321, 0, 0, 0, 0, 0, 0]"
221100021110001011000200200020010002002000,"[0, 0.01785, 0, 0, 0, 0, 0]"
221100021110001211000210200020010002002000,"[0, -1, -1, 0, 0, 0, 0]"
000102200010000001000000000000000000000000,"[-1, -1, -1, 0.06153, 0, -1, 0]"
200100220010001001000100200000000000000000,"[0.05495, 0, 0, 0, 0, 0, 0]"
200100220010001001000100200010020000000000,"[0.02257, 0, 0, 0, 0, 0, 0]"
222100000110000001000000000000000000000000,"[0, 0, 0.0119, 0, 0, 0, 0]"
120100002010000000000000000000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
120100022010001000000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
120100022010001001000200000000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
000101200000000000000000000000000000000000,"[0.06045, 0, 0, 0, 0, 0, 0]"
000101200010020000000000000000000000000000,"[0.01785, 0, 0, 0, 0, 0, 0]"
210101200010020000000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
210101220010021000000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
210101220010021001000200000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
211101220010021001000200000020000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
220100001010000001000000200000000000000000,"[0.07182, 0, 0, 0, 0, 0, 0]"
220100021010000001000000200000010000000000,"[0.05252, 0, 0, 0, 0, 0, 0]"
220100021010002001000100200000010000000000,"[0.0721, 0, 0, 0, 0, 0, 0]"
220100021010002101000100200020010000000000,"[0.06348, 0, 0, 0, 0, 0, 0]"
220112021010002101000100200020010000000000,"[0.03154, 0, 0, 0, 0, 0, 0]"
220112021010002101000110200020010002000000,"[0, 0.01785, 0, 0, 0, -1, 0]"
221112021010002101000110200022010002000000,"[0, -1, -1, 0, 0, 0, 0]"
200100220010000002000000100000010000001000,"[0, 0, 0, 0, 0, 0, 0]"
